review_id,topic,date
4d62902c-5511-4549-9512-74e14057c361,10 minute delivery request,2025-12-24
4d62902c-5511-4549-9512-74e14057c361,Delivery issue,2025-12-24
62fd5bdf-444c-4bed-a7f8-fca01671c6f0,Pricing issue,2025-12-24
d2125698-4912-4cca-a094-dc36386d7d0b,Delivery issue,2025-12-24
d2125698-4912-4cca-a094-dc36386d7d0b,Refund issue,2025-12-24
289c664c-a140-4813-90b8-5a85daf5e3e2,Refund issue,2025-12-24
298a44e8-14c0-4d35-8d85-ef6311851e5d,Delivery issue,2025-12-24
298a44e8-14c0-4d35-8d85-ef6311851e5d,Delivery delayed,2025-12-24
c6533d13-7c8d-4119-8dbd-bd8271c13dff,Instamart issue,2025-12-24
e7c08f5b-b323-4468-99e0-1e3ef719f8b5,10 minute delivery request,2025-12-24
e7c08f5b-b323-4468-99e0-1e3ef719f8b5,Delivery issue,2025-12-24
e7c08f5b-b323-4468-99e0-1e3ef719f8b5,Delivery delayed,2025-12-24
14491019-2320-4613-8d14-60628829f86c,Customer support issue,2025-12-24
3c865ae1-d1e8-4da3-96b9-f0589656607d,Delivery issue,2025-12-24
e2bedd8d-b2c3-4cb9-ae6c-94fa1835d3c9,Customer support issue,2025-12-23
e2bedd8d-b2c3-4cb9-ae6c-94fa1835d3c9,Refund issue,2025-12-23
4f67036f-844f-4f78-954d-f1b5c98fdd1d,Delivery issue,2025-12-23
a260b038-52c7-4fc1-af74-5ffb920525ac,Delivery issue,2025-12-23
6cf53bdc-49df-42e6-a7e4-cbcf20eb7ef1,Customer support issue,2025-12-23
886117c4-fa2e-4dbd-ae6a-d07c40b8892d,Delivery issue,2025-12-23
28a7c06e-7749-4185-83c3-3daecca940d8,Food cold,2025-12-23
6e9cbd04-f13a-4439-89f2-1f8254013be6,Delivery issue,2025-12-23
57664884-d374-43f7-8e76-d402fd9027e5,10 minute delivery request,2025-12-23
57664884-d374-43f7-8e76-d402fd9027e5,Delivery issue,2025-12-23
26aba4dd-17c2-41ed-82ad-6ec418cfc824,Delivery issue,2025-12-23
ec2b645c-5727-4177-909d-e7973660d114,Delivery issue,2025-12-23
ec2b645c-5727-4177-909d-e7973660d114,Delivery delayed,2025-12-23
43016c36-5161-4591-8962-023d83e52e30,Customer support issue,2025-12-23
43016c36-5161-4591-8962-023d83e52e30,Refund issue,2025-12-23
32f6157d-818b-4956-bb6e-4cd94f31cdce,Customer support issue,2025-12-23
51bbc0a9-e6aa-40cb-994b-33c6accbaf0f,Delivery issue,2025-12-23
51bbc0a9-e6aa-40cb-994b-33c6accbaf0f,Refund issue,2025-12-23
a2b4310c-6cfb-4369-897f-f537b7ce04b9,Food cold,2025-12-23
a2b4310c-6cfb-4369-897f-f537b7ce04b9,Customer support issue,2025-12-23
f9c2d41e-a971-4131-be3b-49277f48da8e,Delivery issue,2025-12-23
54a8a32a-d30d-4aef-ac3d-78c4d4382058,Refund issue,2025-12-23
f56bf790-1a16-4529-beb2-8a06fbf82227,Payment issue,2025-12-23
800753ba-f4b1-4bbc-a9eb-e6d0b813b952,Refund issue,2025-12-23
78282677-b3af-4750-b2eb-a66cbf3993ce,Refund issue,2025-12-23
6c31e7ce-61c9-4db4-811b-20a0d4d53e33,Payment issue,2025-12-23
6c31e7ce-61c9-4db4-811b-20a0d4d53e33,Customer support issue,2025-12-23
6c31e7ce-61c9-4db4-811b-20a0d4d53e33,Refund issue,2025-12-23
6c31e7ce-61c9-4db4-811b-20a0d4d53e33,Delivery delayed,2025-12-23
1850ca2f-7243-4dae-93cf-ac058e7edcd3,Food cold,2025-12-23
1850ca2f-7243-4dae-93cf-ac058e7edcd3,Delivery delayed,2025-12-23
47684f0c-34e5-484a-97c6-01d754556c3c,Delivery issue,2025-12-23
47684f0c-34e5-484a-97c6-01d754556c3c,Pricing issue,2025-12-23
07ee51d2-2899-4fac-b940-d318a4a4bb45,Delivery issue,2025-12-23
f7660727-3eca-48cc-a713-d057e5bc0b39,Delivery issue,2025-12-23
f7660727-3eca-48cc-a713-d057e5bc0b39,Delivery delayed,2025-12-23
50abde4c-eb0c-48a9-b9bd-56bc05962413,Delivery issue,2025-12-23
50abde4c-eb0c-48a9-b9bd-56bc05962413,Customer support issue,2025-12-23
13c5882d-b8ae-4979-92d7-af24b28809aa,Instamart issue,2025-12-23
2c82b30d-0478-4f65-bb2f-0926523c1d6b,Maps not working properly,2025-12-23
ef952a8d-ee0c-4ed0-ab1c-1681ed3ed0b9,Pricing issue,2025-12-23
c9681a74-4621-46ba-a944-30e16fe2b46c,Delivery issue,2025-12-23
91f355f8-c9c1-4db6-99b4-f61e7c64dbbb,Customer support issue,2025-12-23
662fcc94-b83a-42be-848c-edc4f7bf7993,Delivery issue,2025-12-23
70b19ab8-4560-4537-ba35-94280ccedd22,Delivery issue,2025-12-23
70b19ab8-4560-4537-ba35-94280ccedd22,Customer support issue,2025-12-23
70b19ab8-4560-4537-ba35-94280ccedd22,Refund issue,2025-12-23
bd9e3543-9583-42b7-a0eb-62242be61c61,Customer support issue,2025-12-23
bd9e3543-9583-42b7-a0eb-62242be61c61,Refund issue,2025-12-23
81b90e22-31e9-4890-8524-aa93cf249567,10 minute delivery request,2025-12-23
81b90e22-31e9-4890-8524-aa93cf249567,Delivery issue,2025-12-23
2f791bcf-d167-4d02-86c1-3ab1769bd4da,Delivery issue,2025-12-23
731ec01f-53f4-41c4-bab1-ed7cc4f01e23,Pricing issue,2025-12-23
77dc5a07-c7e8-4ed7-9948-c22e34a59bb7,Delivery delayed,2025-12-23
81c55515-0d7f-4e9f-8d3a-9e6b1fc87517,Delivery issue,2025-12-23
56454af9-3d64-4227-93d2-00f5e05c2ce6,Delivery issue,2025-12-23
4e093720-4e15-4fdf-888a-46dc85a5ed3e,Pricing issue,2025-12-23
2417b572-759d-450b-adb5-ee2259c37e6d,Delivery issue,2025-12-23
f75f34a5-afc9-497b-95ea-c497ff279d3f,Delivery issue,2025-12-23
ddd9a969-5ead-475c-9c5e-2e7ffbc88b5f,Maps not working properly,2025-12-23
ddd9a969-5ead-475c-9c5e-2e7ffbc88b5f,Delivery issue,2025-12-23
c201b360-c793-4d20-a255-69ed5b7a2ab5,Customer support issue,2025-12-23
e2ee25cd-a70e-4f62-8403-c0db24803287,Pricing issue,2025-12-23
b58f3b9b-28ab-43b7-a5c0-cf94a8c5c804,Instamart issue,2025-12-23
046cd4c7-86bc-48cb-9463-03e47d07cc48,Refund issue,2025-12-23
902a4b5f-ba06-4b6b-8d5d-7891d254d59d,Delivery delayed,2025-12-23
bd5adb76-d7c7-4831-b3db-5da2fa9db457,Customer support issue,2025-12-23
ebd3045a-6e64-4e4b-a0a9-754f6768cd7c,Customer support issue,2025-12-23
69da1bf4-1eb7-4209-81c5-f2b35337cd1e,Delivery issue,2025-12-23
69da1bf4-1eb7-4209-81c5-f2b35337cd1e,Customer support issue,2025-12-23
69da1bf4-1eb7-4209-81c5-f2b35337cd1e,Refund issue,2025-12-23
ebccb658-629c-4fc0-8239-661fad9b66d5,Refund issue,2025-12-23
aaf56b55-c043-4434-9374-845c519c39e2,Delivery issue,2025-12-23
bf460d6c-1753-44c9-bd24-aee69f463fa8,10 minute delivery request,2025-12-23
bf460d6c-1753-44c9-bd24-aee69f463fa8,Delivery issue,2025-12-23
bf460d6c-1753-44c9-bd24-aee69f463fa8,Pricing issue,2025-12-23
344638a0-6e2b-4593-8a5e-cdb4887e4138,Refund issue,2025-12-23
53584fe7-6b81-401c-8100-b21135567cd8,Delivery issue,2025-12-23
b0a25ef1-4996-440e-8153-903ae17af26d,Delivery issue,2025-12-23
29df89d3-82ff-4601-8481-043a4cd89a97,Delivery partner rude,2025-12-23
29df89d3-82ff-4601-8481-043a4cd89a97,Customer support issue,2025-12-23
29df89d3-82ff-4601-8481-043a4cd89a97,Delivery delayed,2025-12-23
35c47912-477f-4e2a-b9d4-b8f56c615a60,Delivery issue,2025-12-23
87bb51ed-5ced-4a14-9176-8c2b0310bd97,Instamart issue,2025-12-23
87bb51ed-5ced-4a14-9176-8c2b0310bd97,Delivery issue,2025-12-23
6c8c5c3a-b74d-4f1e-81e1-81caaaad66db,Delivery issue,2025-12-23
6c8c5c3a-b74d-4f1e-81e1-81caaaad66db,Refund issue,2025-12-23
9a5defc6-8f29-42cc-943c-d5c8dd5c8089,Delivery delayed,2025-12-23
261b82f1-b171-4eb2-abcb-55938cff5d19,Delivery issue,2025-12-23
0c2e5c0f-e2aa-4c6c-b6fa-46c6a255a1fd,Food cold,2025-12-23
0c2e5c0f-e2aa-4c6c-b6fa-46c6a255a1fd,Customer support issue,2025-12-23
e73dc38a-df59-4c96-bd69-7a71a4cc6ba2,Delivery issue,2025-12-23
e73dc38a-df59-4c96-bd69-7a71a4cc6ba2,Customer support issue,2025-12-23
e73dc38a-df59-4c96-bd69-7a71a4cc6ba2,Refund issue,2025-12-23
1096be2f-6626-4ddf-ac28-65f42401f753,Customer support issue,2025-12-23
c9ff15e4-566b-4cbe-9190-7b1a35e9677d,Instamart issue,2025-12-23
c9ff15e4-566b-4cbe-9190-7b1a35e9677d,Delivery issue,2025-12-23
08b006a6-6f06-4212-a4b3-32f3a646bf85,Delivery issue,2025-12-23
08b006a6-6f06-4212-a4b3-32f3a646bf85,Refund issue,2025-12-23
331207bb-4fa7-4dc8-b39e-4694780471ca,Delivery delayed,2025-12-23
4bc0a998-ae76-425e-87fa-5534f949800b,Pricing issue,2025-12-23
1df83ca5-5884-44d2-80ca-ce64163d3330,Customer support issue,2025-12-23
1df83ca5-5884-44d2-80ca-ce64163d3330,Refund issue,2025-12-23
1df83ca5-5884-44d2-80ca-ce64163d3330,Delivery delayed,2025-12-23
3aa65f3c-be61-4d2a-9d60-73a7a28664fd,Customer support issue,2025-12-23
03ae7036-a6fa-48dc-96c9-3ee5fa51cf2f,Delivery issue,2025-12-23
9206ec78-fa13-4354-a9f9-635d44dffc5b,App bug,2025-12-23
ba472d23-81aa-4921-9b0d-304621b22707,Delivery issue,2025-12-23
0cc394f2-a7a0-4470-9cf6-c134055035f2,Pricing issue,2025-12-23
90f013ba-16bc-4838-812b-2e3f02930b28,Delivery issue,2025-12-23
b19a2c5a-f645-4401-abcc-b50e0bb46322,Delivery issue,2025-12-23
e1e6465a-eb8c-41b6-a013-bfc093020db9,Delivery issue,2025-12-23
cef6284a-df8d-4c7b-9087-20929a1fafc8,Delivery issue,2025-12-23
9e378bf5-9934-43b3-b117-83f2c7cc8d1f,Delivery issue,2025-12-23
9e378bf5-9934-43b3-b117-83f2c7cc8d1f,Delivery delayed,2025-12-23
55f804fb-c62a-40f8-a5a5-d4e1d1244a0b,Customer support issue,2025-12-23
6fc91de2-8749-4d3c-b099-ff0eb12d5df1,Delivery issue,2025-12-23
2e1dac6a-a4cc-49d2-aaaa-5c497fa18683,Customer support issue,2025-12-23
2e1dac6a-a4cc-49d2-aaaa-5c497fa18683,Pricing issue,2025-12-23
2e1dac6a-a4cc-49d2-aaaa-5c497fa18683,Food stale,2025-12-23
f1a1a7be-698d-4ed0-aea9-82031733775f,Delivery issue,2025-12-23
bec85bcd-39f1-4924-a2d1-994b9b0c4e9c,10 minute delivery request,2025-12-23
bec85bcd-39f1-4924-a2d1-994b9b0c4e9c,Delivery issue,2025-12-23
e5e30479-2f19-4a7d-8a2b-e4b8d0907b1e,Customer support issue,2025-12-23
e5e30479-2f19-4a7d-8a2b-e4b8d0907b1e,Refund issue,2025-12-23
46ceaa5b-25ed-4064-9ba3-6a76f188edc7,Customer support issue,2025-12-23
46ceaa5b-25ed-4064-9ba3-6a76f188edc7,Refund issue,2025-12-23
5b0d420a-601d-41a5-b985-3412b0d5f9c9,Instamart issue,2025-12-22
5b0d420a-601d-41a5-b985-3412b0d5f9c9,Delivery issue,2025-12-22
5b0d420a-601d-41a5-b985-3412b0d5f9c9,Delivery delayed,2025-12-22
8601b664-0233-4ebf-bc13-7d5882b9a2f3,Customer support issue,2025-12-22
8601b664-0233-4ebf-bc13-7d5882b9a2f3,Delivery delayed,2025-12-22
4d611a84-e03d-448f-8094-b8a58b14f216,Delivery issue,2025-12-22
4d611a84-e03d-448f-8094-b8a58b14f216,Customer support issue,2025-12-22
4d611a84-e03d-448f-8094-b8a58b14f216,Refund issue,2025-12-22
55427553-9ed4-44f1-ba48-d8f86132b14b,Delivery issue,2025-12-22
f797c69f-79e0-459b-8a8d-46d715431470,Delivery issue,2025-12-22
04809a8b-4e18-4cf6-904e-14281b140aa8,10 minute delivery request,2025-12-22
04809a8b-4e18-4cf6-904e-14281b140aa8,Delivery issue,2025-12-22
7cf67389-1381-466c-adff-db113970423f,Customer support issue,2025-12-22
7505e856-e250-4e6d-a384-63e4a99493d5,Delivery issue,2025-12-22
d6907fd8-af3f-4ce1-b5e6-3c1950522f2f,Customer support issue,2025-12-22
398ad62b-b6a3-4e50-a873-5e1ffab3f0f2,Delivery issue,2025-12-22
ee189c90-d2bd-4b37-84f3-992a51821ad5,Delivery issue,2025-12-22
83bf557d-9d7c-4885-ac5b-db6e80a59d14,Payment issue,2025-12-22
83bf557d-9d7c-4885-ac5b-db6e80a59d14,Maps not working properly,2025-12-22
83bf557d-9d7c-4885-ac5b-db6e80a59d14,Delivery issue,2025-12-22
83bf557d-9d7c-4885-ac5b-db6e80a59d14,Delivery delayed,2025-12-22
